Edition,Round,Date,Home Club,Away Club,Home Score,AwayScore
2011,Round of 16,28/04/2011,Jaguares Chiapas,Junior FC,1,1
2011,Round of 16,28/04/2011,Once Caldas,Cruzeiro,1,2
2011,Round of 16,27/04/2011,Grêmio,Universidad Católica,1,2
2011,Round of 16,27/04/2011,Vélez Sarsfield,LDU de Quito,3,0
2011,Group C,21/04/2011,Argentinos Juniors,Fluminense FC,2,4
2011,Group C,21/04/2011,Nacional,América,0,0
2011,Group E,21/04/2011,Santos FC,Deportivo Táchira,3,1
2011,Group E,21/04/2011,Colo Colo,Cerro Porteño,2,3
2011,Group A,20/04/2011,Libertad,San Luis FC,2,0
2011,Group A,20/04/2011,Universidad San Martín de Porres,Once Caldas,0,2
2011,Group F,20/04/2011,Jorge Wilstermann,Jaguares Chiapas,2,1
2011,Group F,20/04/2011,Internacional,Emelec,2,0
2011,Group B,15/04/2011,Oriente Petrolero,Grêmio,3,0
2011,Group B,15/04/2011,Junior FC,León de Huánuco,1,1
2011,Group D,15/04/2011,Universidad Católica,Unión Española,2,1
2011,Group D,15/04/2011,Caracas,Vélez Sarsfield,0,3
2011,Group E,15/04/2011,Cerro Porteño,Santos FC,1,2
2011,Group G,14/04/2011,Guaraní,Tolima,0,2
2011,Group G,14/04/2011,Estudiantes de la Plata,Cruzeiro,0,3
2011,Group E,13/04/2011,Colo Colo,Deportivo Táchira,2,1
2011,Group H,13/04/2011,LDU de Quito,Godoy Cruz Antonio Tomba,2,0
2011,Group H,13/04/2011,Peñarol,Independiente,0,1
2011,Group B,8/04/2011,Grêmio,Junior FC,2,0
2011,Group D,8/04/2011,Universidad Católica,Vélez Sarsfield,0,0
2011,Group F,8/04/2011,Jorge Wilstermann,Emelec,0,0
2011,Group C,7/04/2011,Nacional,Fluminense FC,2,0
2011,Group C,7/04/2011,América,Argentinos Juniors,2,1
2011,Group D,7/04/2011,Unión Española,Caracas,1,2
2011,Group E,7/04/2011,Santos FC,Colo Colo,3,2
2011,Group E,7/04/2011,Deportivo Táchira,Cerro Porteño,0,2
2011,Group F,7/04/2011,Jaguares Chiapas,Internacional,1,0
2011,Group H,6/04/2011,Independiente,LDU de Quito,1,1
2011,Group H,1/04/2011,Peñarol,Godoy Cruz Antonio Tomba,2,1
2011,Group F,31/03/2011,Internacional,Jorge Wilstermann,3,0
2011,Group G,31/03/2011,Tolima,Estudiantes de la Plata,1,1
2011,Group G,31/03/2011,Guaraní,Cruzeiro,0,2
2011,Group D,25/03/2011,Vélez Sarsfield,Unión Española,2,1
2011,Group B,24/03/2011,Oriente Petrolero,León de Huánuco,2,0
2011,Group C,24/03/2011,Fluminense FC,América,3,2
2011,Group A,23/03/2011,Libertad,Once Caldas,2,2
2011,Group A,23/03/2011,San Luis FC,Universidad San Martín de Porres,3,1
2011,Group D,23/03/2011,Caracas,Universidad Católica,0,2
2011,Group H,23/03/2011,Godoy Cruz Antonio Tomba,Independiente,1,1
2011,Group B,18/03/2011,Junior FC,Oriente Petrolero,2,1
2011,Group H,18/03/2011,LDU de Quito,Peñarol,5,0
2011,Group B,17/03/2011,León de Huánuco,Grêmio,1,1
2011,Group E,17/03/2011,Colo Colo,Santos FC,3,2
2011,Group F,17/03/2011,Emelec,Jaguares Chiapas,1,0
2011,Group G,17/03/2011,Estudiantes de la Plata,Guaraní,5,1
2011,Group G,17/03/2011,Cruzeiro,Tolima,6,1
2011,Group A,16/03/2011,Once Caldas,San Luis FC,1,1
2011,Group C,16/03/2011,Argentinos Juniors,Nacional,0,1
2011,Group F,16/03/2011,Jorge Wilstermann,Internacional,1,4
2011,Group A,15/03/2011,Universidad San Martín de Porres,Libertad,0,1
2011,Group H,11/03/2011,Independiente,Godoy Cruz Antonio Tomba,1,3
2011,Group D,10/03/2011,Universidad Católica,Caracas,1,3
2011,Group D,10/03/2011,Unión Española,Vélez Sarsfield,2,1
2011,Group E,10/03/2011,Cerro Porteño,Deportivo Táchira,1,1
2011,Group G,10/03/2011,Guaraní,Estudiantes de la Plata,1,2
2011,Group B,9/03/2011,Oriente Petrolero,Junior FC,1,2
2011,Group F,9/03/2011,Jaguares Chiapas,Emelec,2,1
2011,Group H,9/03/2011,Peñarol,LDU de Quito,1,0
2011,Group A,8/03/2011,Libertad,Universidad San Martín de Porres,5,1
2011,Group B,4/03/2011,Grêmio,León de Huánuco,2,0
2011,Group D,4/03/2011,Caracas,Unión Española,2,0
2011,Group D,4/03/2011,Vélez Sarsfield,Universidad Católica,3,4
2011,Group H,4/03/2011,LDU de Quito,Independiente,3,0
2011,Group A,3/03/2011,San Luis FC,Once Caldas,1,1
2011,Group C,3/03/2011,América,Fluminense FC,1,0
2011,Group E,3/03/2011,Santos FC,Cerro Porteño,1,1
2011,Group C,2/03/2011,Nacional,Argentinos Juniors,0,1
2011,Group E,2/03/2011,Deportivo Táchira,Colo Colo,2,4
2011,Group G,2/03/2011,Tolima,Cruzeiro,0,0
2011,Group H,2/03/2011,Godoy Cruz Antonio Tomba,Peñarol,1,3
2011,Group B,25/02/2011,Junior FC,Grêmio,2,1
2011,Group C,25/02/2011,Argentinos Juniors,América,3,1
2011,Group C,24/02/2011,Fluminense FC,Nacional,0,0
2011,Group F,24/02/2011,Internacional,Jaguares Chiapas,4,0
2011,Group H,24/02/2011,Independiente,Peñarol,3,0
2011,Group A,23/02/2011,Universidad San Martín de Porres,San Luis FC,2,0
2011,Group A,23/02/2011,Once Caldas,Libertad,1,1
2011,Group B,23/02/2011,León de Huánuco,Oriente Petrolero,1,0
2011,Group F,23/02/2011,Emelec,Jorge Wilstermann,1,0
2011,Group G,23/02/2011,Estudiantes de la Plata,Tolima,1,0
2011,Group G,22/02/2011,Cruzeiro,Guaraní,4,0
2011,Group E,18/02/2011,Cerro Porteño,Colo Colo,5,2
2011,Group H,18/02/2011,Godoy Cruz Antonio Tomba,LDU de Quito,2,1
2011,Group A,17/02/2011,Once Caldas,Universidad San Martín de Porres,0,3
2011,Group B,17/02/2011,León de Huánuco,Junior FC,1,2
2011,Group B,17/02/2011,Grêmio,Oriente Petrolero,3,0
2011,Group F,17/02/2011,Emelec,Internacional,1,1
2011,Group F,17/02/2011,Jaguares Chiapas,Jorge Wilstermann,2,0
2011,Group G,17/02/2011,Cruzeiro,Estudiantes de la Plata,5,0
2011,Group A,16/02/2011,San Luis FC,Libertad,1,2
2011,Group C,16/02/2011,América,Nacional,2,0
2011,Group D,16/02/2011,Unión Española,Universidad Católica,2,2
2011,Group E,16/02/2011,Deportivo Táchira,Santos FC,0,0
2011,Group D,15/02/2011,Vélez Sarsfield,Caracas,3,0
2011,Group G,15/02/2011,Tolima,Guaraní,1,0
2011,Group C,10/02/2011,Fluminense FC,Argentinos Juniors,2,2
2011,Qualifying Match,4/02/2011,Unión Española,Bolívar,0,0
2011,Qualifying Match,4/02/2011,Deportivo Petare,Cerro Porteño,1,1
2011,Qualifying Match,3/02/2011,Tolima,Corinthians,2,0
2011,Qualifying Match,3/02/2011,Grêmio,Liverpool,3,1
2011,Qualifying Match,2/02/2011,Deportivo Quito,Independiente,1,0
2011,Qualifying Match,2/02/2011,Jaguares Chiapas,Alianza Lima,2,0
2011,Qualifying Match,27/01/2011,Cerro Porteño,Deportivo Petare,1,0
2011,Qualifying Match,27/01/2011,Bolívar,Unión Española,0,1
2011,Qualifying Match,26/01/2011,Independiente,Deportivo Quito,2,0
2011,Qualifying Match,26/01/2011,Corinthians,Tolima,0,0
2011,Qualifying Match,26/01/2011,Liverpool,Grêmio,2,2
2011,Qualifying Match,26/01/2011,Alianza Lima,Jaguares Chiapas,0,2
2021,Final,27/11/2021,Palmeiras,Flamengo,2,1
2021,Semifinal,30/09/2021,Barcelona SC,Flamengo,0,2
2021,Semifinal,29/09/2021,Atlético Mineiro,Palmeiras,1,1
2021,Semifinal,23/09/2021,Flamengo,Barcelona SC,2,0
2021,Semifinal,22/09/2021,Palmeiras,Atlético Mineiro,0,0
2021,Quarterfinal,20/08/2021,Barcelona SC,Fluminense FC,1,1
2021,Quarterfinal,19/08/2021,Atlético Mineiro,River Plate,3,0
2021,Quarterfinal,19/08/2021,Flamengo,Olimpia,5,1
2021,Quarterfinal,18/08/2021,Palmeiras,São Paulo,3,0
2021,Round of 16,13/08/2021,Fluminense FC,Barcelona SC,2,2
2021,Round of 16,12/08/2021,River Plate,Atlético Mineiro,0,1
2021,Round of 16,12/08/2021,Olimpia,Flamengo,1,4
2021,Round of 16,11/08/2021,São Paulo,Palmeiras,1,1
2021,Round of 16,4/08/2021,Fluminense FC,Cerro Porteño,1,0
2021,Round of 16,23/07/2021,Internacional,Olimpia,0,0
2021,Round of 16,22/07/2021,Argentinos Juniors,River Plate,0,2
2021,Round of 16,22/07/2021,Palmeiras,Universidad Católica,1,0
2021,Round of 16,22/07/2021,Barcelona SC,Vélez Sarsfield,3,1
2021,Round of 16,22/07/2021,Flamengo,Defensa y Justicia,4,1
2021,Round of 16,21/07/2021,Atlético Mineiro,Boca Juniors,0,0
2021,Round of 16,21/07/2021,Racing Club,São Paulo,1,3
2021,Round of 16,16/07/2021,Olimpia,Internacional,0,0
2021,Round of 16,15/07/2021,River Plate,Argentinos Juniors,1,1
2021,Round of 16,15/07/2021,Universidad Católica,Palmeiras,0,1
2021,Round of 16,15/07/2021,Defensa y Justicia,Flamengo,0,1
2021,Round of 16,15/07/2021,Vélez Sarsfield,Barcelona SC,1,0
2021,Round of 16,14/07/2021,Boca Juniors,Atlético Mineiro,0,0
2021,Round of 16,14/07/2021,Cerro Porteño,Fluminense FC,0,2
2021,Round of 16,14/07/2021,São Paulo,Racing Club,1,1
2021,Group A,28/05/2021,Defensa y Justicia,Independiente,1,1
2021,Group A,28/05/2021,Palmeiras,Universitario de Deportes,6,0
2021,Group G,28/05/2021,Flamengo,Vélez Sarsfield,0,0
2021,Group G,28/05/2021,LDU de Quito,Unión La Calera,5,2
2021,Group B,27/05/2021,Olimpia,Deportivo Táchira,6,2
2021,Group B,27/05/2021,Internacional,Always Ready,0,0
2021,Group C,27/05/2021,Barcelona SC,Santos FC,3,1
2021,Group C,27/05/2021,Boca Juniors,The Strongest,3,0
2021,Group F,27/05/2021,Universidad Católica,Atlético Nacional,2,0
2021,Group F,27/05/2021,Nacional,Argentinos Juniors,2,0
2021,Group D,26/05/2021,River Plate,Fluminense FC,1,3
2021,Group D,26/05/2021,Santa Fe,Junior FC,0,0
2021,Group E,26/05/2021,Racing Club,Rentistas,3,0
2021,Group E,26/05/2021,São Paulo,Sporting Cristal,3,0
2021,Group H,26/05/2021,Atlético Mineiro,Deportivo La Guaira FC,4,0
2021,Group H,26/05/2021,Cerro Porteño,América de Cali,1,0
2021,Group B,21/05/2021,Olimpia,Internacional,0,1
2021,Group C,21/05/2021,Boca Juniors,Barcelona SC,0,0
2021,Group F,21/05/2021,Argentinos Juniors,Atlético Nacional,1,0
2021,Group B,20/05/2021,Deportivo Táchira,Always Ready,7,2
2021,Group D,20/05/2021,River Plate,Santa Fe,2,1
2021,Group E,20/05/2021,Sporting Cristal,Rentistas,2,0
2021,Group G,20/05/2021,Flamengo,LDU de Quito,2,2
2021,Group G,20/05/2021,Vélez Sarsfield,Unión La Calera,2,1
2021,Group H,20/05/2021,América de Cali,Deportivo La Guaira FC,3,1
2021,Group H,20/05/2021,Cerro Porteño,Atlético Mineiro,0,1
2021,Group A,19/05/2021,Universitario de Deportes,Independiente,3,2
2021,Group A,19/05/2021,Palmeiras,Defensa y Justicia,3,4
2021,Group C,19/05/2021,The Strongest,Santos FC,2,1
2021,Group D,19/05/2021,Fluminense FC,Junior FC,1,2
2021,Group E,19/05/2021,São Paulo,Racing Club,0,1
2021,Group F,19/05/2021,Nacional,Universidad Católica,1,0
2021,Group B,14/05/2021,Always Ready,Olimpia,1,2
2021,Group G,14/05/2021,Vélez Sarsfield,LDU de Quito,3,1
2021,Group H,14/05/2021,América de Cali,Atlético Mineiro,1,3
2021,Group A,13/05/2021,Universitario de Deportes,Defensa y Justicia,1,1
2021,Group D,13/05/2021,Junior FC,River Plate,1,1
2021,Group D,13/05/2021,Fluminense FC,Santa Fe,2,1
2021,Group E,13/05/2021,Rentistas,São Paulo,1,1
2021,Group F,13/05/2021,Atlético Nacional,Nacional,0,0
2021,Group F,13/05/2021,Argentinos Juniors,Universidad Católica,0,1
2021,Group H,13/05/2021,Deportivo La Guaira FC,Cerro Porteño,0,1
2021,Group A,12/05/2021,Independiente,Palmeiras,0,1
2021,Group B,12/05/2021,Deportivo Táchira,Internacional,2,1
2021,Group C,12/05/2021,Santos FC,Boca Juniors,1,0
2021,Group C,12/05/2021,The Strongest,Barcelona SC,2,0
2021,Group E,12/05/2021,Sporting Cristal,Racing Club,0,2
2021,Group G,12/05/2021,Unión La Calera,Flamengo,2,2
2021,Group B,7/05/2021,Always Ready,Deportivo Táchira,2,0
2021,Group D,7/05/2021,Junior FC,Fluminense FC,1,1
2021,Group D,7/05/2021,Santa Fe,River Plate,0,0
2021,Group F,7/05/2021,Atlético Nacional,Argentinos Juniors,0,2
2021,Group H,7/05/2021,Deportivo La Guaira FC,América de Cali,0,0
2021,Group A,6/05/2021,Independiente,Universitario de Deportes,4,0
2021,Group B,6/05/2021,Internacional,Olimpia,6,1
2021,Group E,6/05/2021,Racing Club,São Paulo,0,0
2021,Group E,6/05/2021,Rentistas,Sporting Cristal,0,0
2021,Group F,6/05/2021,Universidad Católica,Nacional,3,1
2021,Group A,5/05/2021,Defensa y Justicia,Palmeiras,1,2
2021,Group C,5/05/2021,Barcelona SC,Boca Juniors,1,0
2021,Group C,5/05/2021,Santos FC,The Strongest,5,0
2021,Group G,5/05/2021,LDU de Quito,Flamengo,2,3
2021,Group G,5/05/2021,Unión La Calera,Vélez Sarsfield,0,2
2021,Group H,5/05/2021,Atlético Mineiro,Cerro Porteño,4,0
2021,Group E,30/04/2021,São Paulo,Rentistas,2,0
2021,Group E,30/04/2021,Racing Club,Sporting Cristal,2,1
2021,Group F,30/04/2021,Universidad Católica,Argentinos Juniors,0,2
2021,Group A,29/04/2021,Defensa y Justicia,Universitario de Deportes,3,0
2021,Group B,29/04/2021,Olimpia,Always Ready,2,1
2021,Group C,29/04/2021,Barcelona SC,The Strongest,4,0
2021,Group D,29/04/2021,River Plate,Junior FC,2,1
2021,Group D,29/04/2021,Santa Fe,Fluminense FC,1,2
2021,Group F,29/04/2021,Nacional,Atlético Nacional,4,4
2021,Group H,29/04/2021,Cerro Porteño,Deportivo La Guaira FC,0,0
2021,Group A,28/04/2021,Palmeiras,Independiente,5,0
2021,Group B,28/04/2021,Internacional,Deportivo Táchira,4,0
2021,Group C,28/04/2021,Boca Juniors,Santos FC,2,0
2021,Group G,28/04/2021,Flamengo,Unión La Calera,4,1
2021,Group G,28/04/2021,LDU de Quito,Vélez Sarsfield,3,1
2021,Group H,28/04/2021,Atlético Mineiro,América de Cali,2,1
2021,Group D,23/04/2021,Fluminense FC,River Plate,1,1
2021,Group D,23/04/2021,Junior FC,Santa Fe,1,1
2021,Group F,23/04/2021,Atlético Nacional,Universidad Católica,2,0
2021,Group A,22/04/2021,Independiente,Defensa y Justicia,1,1
2021,Group A,22/04/2021,Universitario de Deportes,Palmeiras,2,3
2021,Group C,22/04/2021,The Strongest,Boca Juniors,0,1
2021,Group E,22/04/2021,Rentistas,Racing Club,1,1
2021,Group G,22/04/2021,Unión La Calera,LDU de Quito,2,2
2021,Group H,22/04/2021,Deportivo La Guaira FC,Atlético Mineiro,1,1
2021,Group H,22/04/2021,América de Cali,Cerro Porteño,0,2
2021,Group B,21/04/2021,Deportivo Táchira,Olimpia,3,2
2021,Group B,21/04/2021,Always Ready,Internacional,2,0
2021,Group C,21/04/2021,Santos FC,Barcelona SC,0,2
2021,Group E,21/04/2021,Sporting Cristal,São Paulo,0,3
2021,Group F,21/04/2021,Argentinos Juniors,Nacional,2,0
2021,Group G,21/04/2021,Vélez Sarsfield,Flamengo,2,3
2020,Final,30/01/2021,Palmeiras,Santos FC,1,0
2020,Semifinal,13/01/2021,Santos FC,Boca Juniors,3,0
2020,Semifinal,13/01/2021,Palmeiras,River Plate,0,2
2020,Semifinal,6/01/2021,Boca Juniors,Santos FC,0,0
2020,Semifinal,6/01/2021,River Plate,Palmeiras,0,3
2020,Quarterfinal,24/12/2020,Boca Juniors,Racing Club,2,0
2020,Quarterfinal,18/12/2020,Nacional,River Plate,2,6
2020,Quarterfinal,17/12/2020,Racing Club,Boca Juniors,1,0
2020,Quarterfinal,16/12/2020,Santos FC,Grêmio,4,1
2020,Quarterfinal,16/12/2020,Palmeiras,Libertad,3,0
2020,Quarterfinal,11/12/2020,River Plate,Nacional,2,0
2020,Quarterfinal,10/12/2020,Boca Juniors,Internacional,0,1
2020,Quarterfinal,9/12/2020,Grêmio,Santos FC,1,1
2020,Quarterfinal,9/12/2020,Libertad,Palmeiras,1,1
2020,Round of 16,4/12/2020,Grêmio,Guaraní,2,0
2020,Round of 16,3/12/2020,Internacional,Boca Juniors,0,1
2020,Round of 16,3/12/2020,Jorge Wilstermann,Libertad,0,2
2020,Round of 16,2/12/2020,Nacional,Independiente,0,0
2020,Round of 16,2/12/2020,Palmeiras,Delfin SC,5,0
2020,Round of 16,2/12/2020,Flamengo,Racing Club,1,1
2020,Round of 16,1/12/2020,River Plate,Atlético PR,1,0
2020,Round of 16,1/12/2020,Santos FC,LDU de Quito,0,1
2020,Round of 16,27/11/2020,Guaraní,Grêmio,0,2
2020,Round of 16,26/11/2020,Libertad,Jorge Wilstermann,3,1
2020,Round of 16,25/11/2020,Racing Club,Flamengo,1,1
2020,Round of 16,25/11/2020,Delfin SC,Palmeiras,1,3
2020,Round of 16,25/11/2020,Independiente,Nacional,0,0
2020,Round of 16,24/11/2020,Atlético PR,River Plate,1,1
2020,Round of 16,24/11/2020,LDU de Quito,Santos FC,1,2
2020,Group E,23/10/2020,Universidad Católica,Internacional,2,1
2020,Group E,23/10/2020,Grêmio,América de Cali,1,1
2020,Group H,23/10/2020,Boca Juniors,Caracas,3,0
2020,Group H,23/10/2020,Libertad,Independiente Medellín,2,4
2020,Group A,22/10/2020,Flamengo,Junior FC,3,1
2020,Group A,22/10/2020,Independiente,Barcelona SC,2,0
2020,Group B,22/10/2020,Bolívar,Guaraní,2,3
2020,Group B,22/10/2020,Palmeiras,Tigre,5,0
2020,Group C,21/10/2020,Peñarol,Atlético PR,3,2
2020,Group C,21/10/2020,Colo Colo,Jorge Wilstermann,0,1
2020,Group D,21/10/2020,River Plate,LDU de Quito,3,0
2020,Group D,21/10/2020,São Paulo,Deportivo Binacional,5,1
2020,Group F,21/10/2020,Nacional,Alianza Lima,2,0
2020,Group F,21/10/2020,Racing Club,Estudiantes de Mérida,2,1
2020,Group G,20/10/2020,Olimpia,Delfin SC,0,1
2020,Group G,20/10/2020,Santos FC,Defensa y Justicia,2,1
2020,Group B,2/10/2020,Tigre,Guaraní,1,3
2020,Group G,2/10/2020,Olimpia,Santos FC,2,3
2020,Group G,2/10/2020,Delfin SC,Defensa y Justicia,3,0
2020,Group A,1/10/2020,Junior FC,Barcelona SC,0,2
2020,Group A,1/10/2020,Flamengo,Independiente,4,0
2020,Group B,1/10/2020,Palmeiras,Bolívar,5,0
2020,Group D,1/10/2020,River Plate,São Paulo,2,1
2020,Group F,1/10/2020,Nacional,Racing Club,1,2
2020,Group F,1/10/2020,Alianza Lima,Estudiantes de Mérida,2,2
2020,Group H,1/10/2020,Caracas,Independiente Medellín,0,2
2020,Group C,30/09/2020,Atlético PR,Jorge Wilstermann,0,0
2020,Group C,30/09/2020,Peñarol,Colo Colo,3,0
2020,Group D,30/09/2020,LDU de Quito,Deportivo Binacional,4,0
2020,Group E,30/09/2020,Grêmio,Universidad Católica,2,0
2020,Group E,30/09/2020,América de Cali,Internacional,0,0
2020,Group H,30/09/2020,Boca Juniors,Libertad,0,0
2020,Group C,25/09/2020,Jorge Wilstermann,Peñarol,3,1
2020,Group G,25/09/2020,Delfin SC,Santos FC,1,2
2020,Group H,25/09/2020,Independiente Medellín,Boca Juniors,0,1
2020,Group B,24/09/2020,Guaraní,Palmeiras,0,0
2020,Group C,24/09/2020,Atlético PR,Colo Colo,2,0
2020,Group E,24/09/2020,América de Cali,Universidad Católica,1,1
2020,Group E,24/09/2020,Internacional,Grêmio,0,1
2020,Group F,24/09/2020,Alianza Lima,Racing Club,0,2
2020,Group G,24/09/2020,Defensa y Justicia,Olimpia,2,1
2020,Group H,24/09/2020,Caracas,Libertad,2,1
2020,Group A,23/09/2020,Junior FC,Independiente,4,1
2020,Group A,23/09/2020,Barcelona SC,Flamengo,1,2
2020,Group B,23/09/2020,Tigre,Bolívar,1,1
2020,Group D,23/09/2020,Deportivo Binacional,River Plate,0,6
2020,Group D,23/09/2020,LDU de Quito,São Paulo,4,2
2020,Group F,23/09/2020,Estudiantes de Mérida,Nacional,1,3
2020,Group A,18/09/2020,Barcelona SC,Junior FC,1,2
2020,Group A,18/09/2020,Independiente,Flamengo,5,0
2020,Group B,18/09/2020,Guaraní,Tigre,4,1
2020,Group D,18/09/2020,São Paulo,River Plate,2,2
2020,Group G,18/09/2020,Defensa y Justicia,Delfin SC,3,0
2020,Group H,18/09/2020,Libertad,Boca Juniors,0,2
2020,Group B,17/09/2020,Bolívar,Palmeiras,1,2
2020,Group E,17/09/2020,Universidad Católica,Grêmio,2,0
2020,Group E,17/09/2020,Internacional,América de Cali,4,3
2020,Group F,17/09/2020,Racing Club,Nacional,0,1
2020,Group F,17/09/2020,Estudiantes de Mérida,Alianza Lima,3,2
2020,Group H,17/09/2020,Independiente Medellín,Caracas,2,3
2020,Group C,16/09/2020,Colo Colo,Peñarol,2,1
2020,Group C,16/09/2020,Jorge Wilstermann,Atlético PR,2,3
2020,Group D,16/09/2020,Deportivo Binacional,LDU de Quito,0,1
2020,Group G,16/09/2020,Santos FC,Olimpia,0,0
2020,Group E,13/03/2020,Grêmio,Internacional,0,0
2020,Group F,13/03/2020,Racing Club,Alianza Lima,1,0
2020,Group A,12/03/2020,Independiente,Junior FC,3,0
2020,Group A,12/03/2020,Flamengo,Barcelona SC,3,0
2020,Group D,12/03/2020,São Paulo,LDU de Quito,3,0
2020,Group F,12/03/2020,Nacional,Estudiantes de Mérida,1,0
2020,Group G,12/03/2020,Olimpia,Defensa y Justicia,2,1
2020,Group B,11/03/2020,Palmeiras,Guarani FC,3,1
2020,Group C,11/03/2020,Peñarol,Jorge Wilstermann,1,0
2020,Group C,11/03/2020,Colo Colo,Atlético PR,1,0
2020,Group D,11/03/2020,River Plate,Deportivo Binacional,8,0
2020,Group H,11/03/2020,Boca Juniors,Independiente Medellín,3,0
2020,Group H,11/03/2020,Libertad,Caracas,3,2
2020,Group B,10/03/2020,Bolívar,Tigre,2,0
2020,Group E,10/03/2020,Universidad Católica,América de Cali,1,2
2020,Group G,10/03/2020,Santos FC,Delfin SC,1,0
2020,Group D,6/03/2020,Deportivo Binacional,São Paulo,2,1
2020,Group F,6/03/2020,Alianza Lima,Nacional,0,1
2020,Group A,5/03/2020,Junior FC,Flamengo,1,2
2020,Group B,5/03/2020,Guarani FC,Bolívar,2,0
2020,Group D,5/03/2020,LDU de Quito,River Plate,3,0
2020,Group F,5/03/2020,Estudiantes de Mérida,Racing Club,1,2
2020,Group G,5/03/2020,Delfin SC,Olimpia,1,1
2020,Group A,4/03/2020,Barcelona SC,Independiente,0,3
2020,Group B,4/03/2020,Tigre,Palmeiras,0,2
2020,Group C,4/03/2020,Jorge Wilstermann,Colo Colo,2,0
2020,Group C,4/03/2020,Atlético PR,Peñarol,1,0
2020,Group E,4/03/2020,América de Cali,Grêmio,0,2
2020,Group H,4/03/2020,Caracas,Boca Juniors,1,1
2020,Group H,4/03/2020,Independiente Medellín,Libertad,1,2
2020,Group E,3/03/2020,Internacional,Universidad Católica,3,0
2020,Group G,3/03/2020,Defensa y Justicia,Santos FC,1,2
2020,Qualifying Match,27/02/2020,Guarani FC,Palestino,2,1
2020,Qualifying Match,27/02/2020,Internacional,Tolima,1,0
2020,Qualifying Match,26/02/2020,Cerro Porteño,Barcelona SC,0,4
2020,Qualifying Match,26/02/2020,Atlético Tucumán,Independiente Medellín,1,0
2019,Final,23/11/2019,River Plate,Flamengo,1,2
2019,Semifinal,24/10/2019,Flamengo,Grêmio,5,0
2019,Semifinal,23/10/2019,Boca Juniors,River Plate,1,0
2019,Semifinal,3/10/2019,Grêmio,Flamengo,1,1
2019,Semifinal,2/10/2019,River Plate,Boca Juniors,2,0
2019,Quarterfinal,30/08/2019,Cerro Porteño,River Plate,1,1
2019,Quarterfinal,29/08/2019,Internacional,Flamengo,1,1
2019,Quarterfinal,29/08/2019,Boca Juniors,LDU de Quito,0,0
2019,Quarterfinal,28/08/2019,Palmeiras,Grêmio,1,2
2019,Quarterfinal,23/08/2019,River Plate,Cerro Porteño,2,0
2019,Quarterfinal,22/08/2019,Flamengo,Internacional,2,0
2019,Quarterfinal,22/08/2019,LDU de Quito,Boca Juniors,0,3
2019,Quarterfinal,21/08/2019,Grêmio,Palmeiras,0,1
2019,Round of 16,2/08/2019,Libertad,Grêmio,0,3
2019,Round of 16,1/08/2019,Boca Juniors,Atlético PR,2,0
2019,Round of 16,1/08/2019,Internacional,Nacional,2,0
2019,Round of 16,1/08/2019,Cerro Porteño,San Lorenzo de Almagro,2,1
2019,Round of 16,1/08/2019,Flamengo,Emelec,2,0
2019,Round of 16,31/07/2019,Cruzeiro,River Plate,0,0
2019,Round of 16,31/07/2019,Olimpia,LDU de Quito,1,1
2019,Round of 16,31/07/2019,Palmeiras,Godoy Cruz Antonio Tomba,4,0
2019,Round of 16,26/07/2019,Grêmio,Libertad,2,0
2019,Round of 16,25/07/2019,Atlético PR,Boca Juniors,0,1
2019,Round of 16,25/07/2019,Nacional,Internacional,0,1
2019,Round of 16,25/07/2019,San Lorenzo de Almagro,Cerro Porteño,0,0
2019,Round of 16,25/07/2019,Emelec,Flamengo,2,0
2019,Round of 16,24/07/2019,River Plate,Cruzeiro,0,0
2019,Round of 16,24/07/2019,Godoy Cruz Antonio Tomba,Palmeiras,2,2
2019,Round of 16,24/07/2019,LDU de Quito,Olimpia,3,1
2019,Group C,10/05/2019,Olimpia,Sporting Cristal,0,1
2019,Group C,10/05/2019,Godoy Cruz Antonio Tomba,Universidad Concepción,1,0
2019,Group G,10/05/2019,Jorge Wilstermann,Tolima,0,2
2019,Group G,10/05/2019,Boca Juniors,Atlético PR,2,1
2019,Group B,9/05/2019,Huracán,Deportivo Lara,3,0
2019,Group B,9/05/2019,Cruzeiro,Emelec,1,2
2019,Group D,9/05/2019,LDU de Quito,San José,4,0
2019,Group D,9/05/2019,Peñarol,Flamengo,0,0
2019,Group F,9/05/2019,Palmeiras,San Lorenzo de Almagro,1,0
2019,Group F,9/05/2019,Junior FC,FBC Melgar,0,1
2019,Group H,9/05/2019,Rosario Central,Libertad,2,1
2019,Group H,9/05/2019,Grêmio,Universidad Católica,2,0
2019,Group A,8/05/2019,River Plate,Internacional,2,2
2019,Group A,8/05/2019,Alianza Lima,Palestino,1,2
2019,Group E,8/05/2019,Zamora FC,Atlético Mineiro,1,2
2019,Group E,8/05/2019,Nacional,Cerro Porteño,1,1
2019,Group F,26/04/2019,FBC Melgar,Palmeiras,0,4
2019,Group F,26/04/2019,Junior FC,San Lorenzo de Almagro,1,0
2019,Group A,25/04/2019,Palestino,River Plate,0,2
2019,Group A,25/04/2019,Alianza Lima,Internacional,0,1
2019,Group D,25/04/2019,LDU de Quito,Flamengo,2,1
2019,Group D,25/04/2019,San José,Peñarol,3,1
2019,Group E,25/04/2019,Zamora FC,Cerro Porteño,2,1
2019,Group G,25/04/2019,Tolima,Boca Juniors,2,2
