Edition,Round,Date,Home Club,Away Club,Home Score,AwayScore
2013,Group D,6/03/2013,Emelec,Deportes Iquique,2,1
2013,Group E,6/03/2013,Millonarios,San José,2,1
2013,Group H,6/03/2013,Grêmio,Caracas,4,1
2013,Group G,5/03/2013,Olimpia,Deportivo Lara,2,2
2013,Group G,5/03/2013,Newell's Old Boys,Universidad de Chile,1,2
2013,Group C,1/03/2013,São Paulo,The Strongest,2,1
2013,Group B,28/02/2013,Libertad,Palmeiras,2,0
2013,Group B,28/02/2013,Sporting Cristal,Tigre,2,0
2013,Group E,28/02/2013,Corinthians,Millonarios,2,0
2013,Group H,28/02/2013,Huachipato,Fluminense FC,1,2
2013,Group A,27/02/2013,Barcelona SC,Boca Juniors,1,2
2013,Group C,27/02/2013,Arsenal de Sarandí,Atlético Mineiro,2,5
2013,Group D,27/02/2013,Deportes Iquique,Emelec,2,0
2013,Group E,27/02/2013,Club Tijuana,San José,4,0
2013,Group F,27/02/2013,Tolima,Cusco FC,0,1
2013,Group D,26/02/2013,Peñarol,Vélez Sarsfield,0,1
2013,Group B,22/02/2013,Tigre,Libertad,0,2
2013,Group F,22/02/2013,Santa Fe,Tolima,1,1
2013,Group E,21/02/2013,San José,Corinthians,1,1
2013,Group F,21/02/2013,Cerro Porteño,Cusco FC,0,1
2013,Group G,21/02/2013,Deportivo Lara,Newell's Old Boys,2,1
2013,Group H,21/02/2013,Fluminense FC,Grêmio,0,3
2013,Group A,20/02/2013,Toluca FC,Nacional,2,3
2013,Group D,20/02/2013,Vélez Sarsfield,Deportes Iquique,3,0
2013,Group E,20/02/2013,Millonarios,Club Tijuana,0,1
2013,Group G,20/02/2013,Olimpia,Universidad de Chile,3,0
2013,Group H,20/02/2013,Huachipato,Caracas,1,3
2013,Group D,19/02/2013,Peñarol,Emelec,1,0
2013,Group B,15/02/2013,Palmeiras,Sporting Cristal,2,1
2013,Group C,15/02/2013,The Strongest,Arsenal de Sarandí,2,1
2013,Group F,15/02/2013,Tolima,Cerro Porteño,2,1
2013,Group A,14/02/2013,Boca Juniors,Toluca FC,1,2
2013,Group C,14/02/2013,Atlético Mineiro,São Paulo,2,1
2013,Group F,14/02/2013,Cusco FC,Santa Fe,1,1
2013,Group G,14/02/2013,Newell's Old Boys,Olimpia,3,1
2013,Group H,14/02/2013,Grêmio,Huachipato,1,2
2013,Group H,14/02/2013,Caracas,Fluminense FC,0,1
2013,Group D,13/02/2013,Deportes Iquique,Peñarol,1,2
2013,Group D,13/02/2013,Emelec,Vélez Sarsfield,1,0
2013,Group G,13/02/2013,Universidad de Chile,Deportivo Lara,2,0
2013,Group A,12/02/2013,Nacional,Barcelona SC,2,2
2013,Qualifying Match,1/02/2013,Universidad César Vallejo,Tolima,1,1
2013,Qualifying Match,31/01/2013,Bolívar,São Paulo,4,3
2013,Qualifying Match,31/01/2013,Grêmio,LDU de Quito,1,0
2013,Qualifying Match,31/01/2013,Olimpia,Defensor Sporting,2,0
2013,Qualifying Match,30/01/2013,Deportes Iquique,León,1,1
2013,Qualifying Match,29/01/2013,Deportivo Anzoátegui,Tigre,0,3
2013,Qualifying Match,25/01/2013,Tolima,Universidad César Vallejo,1,0
2013,Qualifying Match,24/01/2013,São Paulo,Bolívar,5,0
2013,Qualifying Match,24/01/2013,LDU de Quito,Grêmio,1,0
2013,Qualifying Match,24/01/2013,Defensor Sporting,Olimpia,0,0
2013,Qualifying Match,23/01/2013,Tigre,Deportivo Anzoátegui,2,1
2013,Qualifying Match,23/01/2013,León,Deportes Iquique,1,1
